"2350 Finch Avenue West ,  TORONTO ,  Ontario, Canada"
"University Of Guelph, W.B. George Centre ,  KEMPTVILLE ,  Ontario, Canada"
"Wedgewood ,  BROCKVILLE ,  Ontario, Canada"
"Wellington House ,  PRESCOTT ,  Ontario, Canada"
"Westport Town Hall ,  WESTPORT ,  Ontario, Canada"
"Amherst Island Fire Hall ,  STELLA ,  Ontario, Canada"
"Amherstview Community Hall ,  AMHERSTVIEW ,  Ontario, Canada"
"Bath Fire Station ,  BATH ,  Ontario, Canada"
"Battersea United Church ,  BATTERSEA ,  Ontario, Canada"
"Bedford Township Fire Hall # 2 ,  GODFREY ,  Ontario, Canada"
"Bethel United Church ,  PERTH ,  Ontario, Canada"
"Biernaskie Residence ,  GILMOUR ,  Ontario, Canada"
"Briargate Retirement Living Centre ,  AMHERSTVIEW ,  Ontario, Canada"
"Broadview Nursing Centre ,  SMITHS FALLS ,  Ontario, Canada"
"Brunton Community Hall ,  CARLETON PLACE ,  Ontario, Canada"
"Burgess Township Hall ,  PERTH ,  Ontario, Canada"
"Carambeck Elementary School ,  CARLETON PLACE ,  Ontario, Canada"
"Carleton Place Community Centre ,  CARLETON PLACE ,  Ontario, Canada"
"Carleton Place Manor ,  CARLETON PLACE ,  Ontario, Canada"
"Carolina Retirement Suites ,  PERTH ,  Ontario, Canada"
"Clar-Mill Community Hall ,  PLEVNA ,  Ontario, Canada"
"D.J. Schoular Public School ,  SMITHS FALLS ,  Ontario, Canada"
"Denbigh Township Hall ,  DENBIGH ,  Ontario, Canada"
"Desert Lake Family Resort ,  HARTINGTON ,  Ontario, Canada"
"Dorland Fire Station ,  NAPANEE ,  Ontario, Canada"
"Drummond Township Hall ,  PERTH ,  Ontario, Canada"
"Enterprise Public School ,  ENTERPRISE ,  Ontario, Canada"
"Flinton Recreation Centre ,  FLINTON ,  Ontario, Canada"
"Foy Hall ,  LANARK ,  Ontario, Canada"
"Friendly Manor Nursing Home ,  NAPANEE ,  Ontario, Canada"
"Golden Links Hall ,  HARROWSMITH ,  Ontario, Canada"
"Helen Henderson Care Centre ,  AMHERSTVIEW ,  Ontario, Canada"
"Hinchinbrooke Public School ,  PARHAM ,  Ontario, Canada"
"Inverary United Church Hall ,  INVERARY ,  Ontario, Canada"
"Jubilee Seniors Apartments ,  NAPANEE ,  Ontario, Canada"
"Kaladar Community Centre ,  KALADAR ,  Ontario, Canada"
"L.A.R.C ,  GREATER NAPANEE ,  Ontario, Canada"
"Lanark Lodge ,  PERTH ,  Ontario, Canada"
"Land O'Lakes Public School ,  MOUNTAIN GROVE ,  Ontario, Canada"
"Loughborough Public School ,  SYDENHAM ,  Ontario, Canada"
"Maberly Town Hall ,  MABERLY ,  Ontario, Canada"
"Masonic Hall Napanee ,  NAPANEE ,  Ontario, Canada"
"McDonald's Corners Agricultural Hall ,  MCDONALDS CORNERS ,  Ontario, Canada"
"Montague Public School ,  SMITHS FALLS ,  Ontario, Canada"
"Moscow United Church Hall ,  YARKER ,  Ontario, Canada"
"Napanee Lions Hall ,  NAPANEE ,  Ontario, Canada"
"Newburgh Community Hall ,  NEWBURGH ,  Ontario, Canada"
"North Addington Education Centre ,  CLOYNE ,  Ontario, Canada"
"North Lavant Community Centre ,  LANARK HIGHLANDS ,  Ontario, Canada"
"Odessa Fair Grounds Palace ,  ODESSA ,  Ontario, Canada"
"Ompah Community Centre ,  PLEVNA ,  Ontario, Canada"
"Perth Community Care Centre ,  PERTH ,  Ontario, Canada"
"Perth Lions Club ,  PERTH ,  Ontario, Canada"
"Perth Road Sunday School Hall ,  PERTH ROAD ,  Ontario, Canada"
"Perth Town Hall ,  PERTH ,  Ontario, Canada"
"Pine Meadows Nursing Home ,  NORTHBROOK ,  Ontario, Canada"
"Port Elmsley Hall ,  SMITHS FALLS ,  Ontario, Canada"
"Princess Anne Community Centre ,  HARTINGTON ,  Ontario, Canada"
"Queen Elizabeth Elementary School ,  PERTH ,  Ontario, Canada"
"Rideau Ferry Country Home ,  PERTH ,  Ontario, Canada"
"Riverview Seniors Residence ,  CARLETON PLACE ,  Ontario, Canada"
"Roblin Wesleyan Church ,  ROBLIN ,  Ontario, Canada"
"Royal Canadian Legion - Branch 244 ,  PERTH ,  Ontario, Canada"
"Royal Canadian Legion - Branch 334 ,  ARDEN ,  Ontario, Canada"
"Royal Canadian Legion - Branch 623 ,  BATH ,  Ontario, Canada"
"Seniors Activity Centre ,  SMITHS FALLS ,  Ontario, Canada"
"Sharbot Lake Seniors Home ,  SHARBOT LAKE ,  Ontario, Canada"
"Smiths Falls District Collegiate Institution ,  SMITHS FALLS ,  Ontario, Canada"
"South Fredricksburgh Hall ,  NAPANEE ,  Ontario, Canada"
"St. James Major Church Hall ,  SHARBOT LAKE ,  Ontario, Canada"
"Stone Mills Mun Office ,  CENTREVILLE ,  Ontario, Canada"
"Stone Mills Recreation Centre ,  TAMWORTH ,  Ontario, Canada"
"Stone Mills Township Fire Dept Station 1 ,  YARKER ,  Ontario, Canada"
"Stoneridge Manor ,  CARLETON PLACE ,  Ontario, Canada"
"Storrington Township Office ,  BATTERSEA ,  Ontario, Canada"
"Strathcona Paper Centre ,  NAPANEE ,  Ontario, Canada"
"Sydenham Public Library ,  SYDENHAM ,  Ontario, Canada"
"Tanglewood Marina ,  MCARTHURS MILLS ,  Ontario, Canada"
"Tatlock Community Hall ,  CLAYTON ,  Ontario, Canada"
"Tay Valley Mun Office ,  PERTH ,  Ontario, Canada"
"The John M. Parrott Centre ,  NAPANEE ,  Ontario, Canada"
"The Riverine ,  NAPANEE ,  Ontario, Canada"
"Tr Leger School, Carleton Place ,  CARLETON PLACE ,  Ontario, Canada"
"Trinity Presbyterian Church ,  AMHERSTVIEW ,  Ontario, Canada"
"Van Horne Manor ,  SMITHS FALLS ,  Ontario, Canada"
"Verona Lions Hall ,  VERONA ,  Ontario, Canada"
"Village Green Nursing Home ,  SELBY ,  Ontario, Canada"
"Waterside Retirement Community ,  CARLETON PLACE ,  Ontario, Canada"
"White Lake Fire Hall #8 ,  WHITE LAKE ,  Ontario, Canada"
"Willowdale Retirement Centre ,  SMITHS FALLS ,  Ontario, Canada"
"A. A. Wright Public School ,  WALLACEBURG ,  Ontario, Canada"
"Adelaide Metcalfe Township Office ,  STRATHROY ,  Ontario, Canada"
"Ailsa Craig Community Recreation Centre ,  AILSA CRAIG ,  Ontario, Canada"
"Arkona Senior Centre ,  ARKONA ,  Ontario, Canada"
"Babcock Community Care Centre ,  WARDSVILLE ,  Ontario, Canada"
"Brooke-Alvinston Community Centre ,  ALVINSTON ,  Ontario, Canada"
"Brunner Community Centre ,  THAMESVILLE ,  Ontario, Canada"
"Bryanston Community Centre ,  ILDERTON ,  Ontario, Canada"
"Caradoc Community Centre ,  MOUNT BRYDGES ,  Ontario, Canada"
"Centennial Central Public School ,  ARVA ,  Ontario, Canada"
"Chatham North Fire Hall ,  TUPPERVILLE ,  Ontario, Canada"
"Chatham South Fire Hall ,  CHATHAM ,  Ontario, Canada"
"Chippewas Administration Office ,  MUNCEY ,  Ontario, Canada"
"Christ the King Elementary School ,  WALLACEBURG ,  Ontario, Canada"
"Christian Reformed Church ,  WALLACEBURG ,  Ontario, Canada"
"Coldstream Community Centre ,  ILDERTON ,  Ontario, Canada"
"Country Terrace Nursing Home ,  KOMOKA ,  Ontario, Canada"
"Country View Golf Course ,  CHATHAM ,  Ontario, Canada"
"Craigwiel Gardens ,  AILSA CRAIG ,  Ontario, Canada"
"Da Gordon Public School ,  WALLACEBURG ,  Ontario, Canada"
"Dawn Euphemia Central School ,  DRESDEN ,  Ontario, Canada"
"Delaware Community Centre ,  DELAWARE ,  Ontario, Canada"
"East Christian Reformed Church ,  STRATHROY ,  Ontario, Canada"
"East Williams Memorial Public School ,  AILSA CRAIG ,  Ontario, Canada"
"Ekfrid Community Centre ,  APPIN ,  Ontario, Canada"
"Fairfield Park Long Term Care ,  WALLACEBURG ,  Ontario, Canada"
"First Baptist Church ,  WALLACEBURG ,  Ontario, Canada"
"Florence Community Centre ,  FLORENCE ,  Ontario, Canada"
"Glencoe Agricultural Hall ,  GLENCOE ,  Ontario, Canada"
"Grace Congregational Christian Hall ,  DOVER CENTRE ,  Ontario, Canada"
"Hillside School ,  KETTLE & STONY POINT F.N. ,  Ontario, Canada"
"Ilderton Community Centre ,  ILDERTON ,  Ontario, Canada"
"Immaculate Conception Church Hall ,  PAIN COURT ,  Ontario, Canada"
"Inwood Fire Hall ,  INWOOD ,  Ontario, Canada"
"Kerwood Fire Hall ,  KERWOOD ,  Ontario, Canada"
"Komoka and District Community Centre ,  KOMOKA ,  Ontario, Canada"
"Lambton Heritage Museum ,  GRAND BEND ,  Ontario, Canada"
"Lambton-Kent Memorial Arena ,  DRESDEN ,  Ontario, Canada"
"Legacy Recreation Centre ,  THEDFORD ,  Ontario, Canada"
"Lucan Community Centre ,  LUCAN ,  Ontario, Canada"
"Melbourne Agricultural Hall ,  MELBOURNE ,  Ontario, Canada"
"Middlesex Terrace Nursing Home ,  DELAWARE ,  Ontario, Canada"
"Newbury Municipal Office ,  NEWBURY ,  Ontario, Canada"
"North Lambton Lodge ,  FOREST ,  Ontario, Canada"
"North Meadows Public School ,  STRATHROY ,  Ontario, Canada"
"North Middlesex Community Centre ,  PARKHILL ,  Ontario, Canada"
"Our Lady of Help Christian Parish Hall ,  WALLACEBURG ,  Ontario, Canada"
"Port Franks Community Centre ,  PORT FRANKS ,  Ontario, Canada"
"Riverview Towers ,  WALLACEBURG ,  Ontario, Canada"
"Royal Canadian Legion Branch 176 ,  FOREST ,  Ontario, Canada"
"Royal Canadian Legion Branch 498 ,  GRAND BEND ,  Ontario, Canada"
"Sprucedale Care Centre ,  STRATHROY ,  Ontario, Canada"
"St. Clair Community Estates ,  CHATHAM ,  Ontario, Canada"
"St. Vincent de Paul Elementary School ,  STRATHROY ,  Ontario, Canada"
"Strathmere Lodge ,  STRATHROY ,  Ontario, Canada"
"Sydenham Residence ,  WALLACEBURG ,  Ontario, Canada"
"Thedford Country Manor Retirement Home ,  THEDFORD ,  Ontario, Canada"
"Trillium Village ,  STRATHROY ,  Ontario, Canada"
"Walpole Island Sports Complex ,  WALLACEBURG ,  Ontario, Canada"
"Wardsville Masonic Hall ,  WARDSVILLE ,  Ontario, Canada"
"Watford Centennial Hall ,  WATFORD ,  Ontario, Canada"
"Westmount Christian Reformed Church ,  STRATHROY ,  Ontario, Canada"
"Zone Township Central School ,  BOTHWELL ,  Ontario, Canada"
"Abraham Erb Public School ,  WATERLOO ,  Ontario, Canada"
"Albert McCormick Arena ,  WATERLOO ,  Ontario, Canada"
"Beacon Tower ,  WATERLOO ,  Ontario, Canada"
"Belmont Heights Apartments ,  KITCHENER ,  Ontario, Canada"
"Black Willow Condominium(s) Corp ,  WATERLOO ,  Ontario, Canada"
"Bluevale Towers ,  WATERLOO ,  Ontario, Canada"
"Bridgeport Public School ,  KITCHENER ,  Ontario, Canada"
"Calvary Memorial United Church ,  KITCHENER ,  Ontario, Canada"
"Centennial Public School ,  WATERLOO ,  Ontario, Canada"
"Christ Evangelical Lutheran Church ,  WATERLOO ,  Ontario, Canada"
"Church of the Holy Saviour ,  WATERLOO ,  Ontario, Canada"
"Club Willowells ,  WATERLOO ,  Ontario, Canada"
"Columbia Forest Long Term Care Centre ,  WATERLOO ,  Ontario, Canada"
"Columbia Place ,  WATERLOO ,  Ontario, Canada"
"Edna Staebler Public School ,  WATERLOO ,  Ontario, Canada"
"Emmanuel at Brighton Child Care Centre ,  WATERLOO ,  Ontario, Canada"
"Estates Apartment(s) ,  KITCHENER ,  Ontario, Canada"
"Fellowship Christian School ,  KITCHENER ,  Ontario, Canada"
"First Baptist Church ,  WATERLOO ,  Ontario, Canada"
"First United Church ,  WATERLOO ,  Ontario, Canada"
"Glen Acres Baptist Church ,  WATERLOO ,  Ontario, Canada"
"Grace Lutheran Church ,  KITCHENER ,  Ontario, Canada"
"Holy Rosary Catholic Elementary School ,  WATERLOO ,  Ontario, Canada"
"K-W Bilingual School ,  WATERLOO ,  Ontario, Canada"
"King's Tower ,  KITCHENER ,  Ontario, Canada"
"Laurel Church Centre - All Saints Anglican Chur ,  WATERLOO ,  Ontario, Canada"
"Lester B. Pearson Public School ,  WATERLOO ,  Ontario, Canada"
"Lexington Public School ,  WATERLOO ,  Ontario, Canada"
"Lincoln Heights Evanglican Missionary Church ,  WATERLOO ,  Ontario, Canada"
"Lincoln Towers Apartment(s) ,  WATERLOO ,  Ontario, Canada"
"Luther Village on the Park ,  WATERLOO ,  Ontario, Canada"
"Macgregor Public School ,  WATERLOO ,  Ontario, Canada"
"Margaret Place ,  KITCHENER ,  Ontario, Canada"
"Mary Johnston Public School ,  WATERLOO ,  Ontario, Canada"
"Messiah Lutheran Church ,  WATERLOO ,  Ontario, Canada"
"Mother Elizabeth Bruyere School ,  WATERLOO ,  Ontario, Canada"
"Mount Zion Lutheran Church ,  WATERLOO ,  Ontario, Canada"
"Northlake Woods Public School ,  WATERLOO ,  Ontario, Canada"
"Park Place ,  KITCHENER ,  Ontario, Canada"
"Parkminster United Church ,  WATERLOO ,  Ontario, Canada"
"Pinehaven Nursing Home ,  WATERLOO ,  Ontario, Canada"
"Prueter Public School ,  KITCHENER ,  Ontario, Canada"
"R.I.M. Park ,  WATERLOO ,  Ontario, Canada"
"Redeemer Lutheran Church ,  WATERLOO ,  Ontario, Canada"
"Resurrection Catholic Secondary School ,  KITCHENER ,  Ontario, Canada"
"Sandhills Public School ,  KITCHENER ,  Ontario, Canada"
"Sandowne Public School ,  WATERLOO ,  Ontario, Canada"
"Sir Edgar Bauer Catholic Elementary School ,  WATERLOO ,  Ontario, Canada"
"St. Agnes Catholic Elementary School ,  WATERLOO ,  Ontario, Canada"
"St. Dominic Savio Catholic Elementary School ,  KITCHENER ,  Ontario, Canada"
"St. Luke Catholic Elementary School ,  WATERLOO ,  Ontario, Canada"
"St. Michael's Church ,  WATERLOO ,  Ontario, Canada"
"St. Nicholas Catholic Elementary School ,  WATERLOO ,  Ontario, Canada"
"St. Paul's Lutheran Church ,  KITCHENER ,  Ontario, Canada"
"Sts. Peter and  Paul Greek Orthodox Church ,  KITCHENER ,  Ontario, Canada"
"Terrace on the Square ,  WATERLOO ,  Ontario, Canada"
"The Bauer Lofts ,  WATERLOO ,  Ontario, Canada"
"The Beechmount ,  WATERLOO ,  Ontario, Canada"
"The Court at Laurelwood ,  WATERLOO ,  Ontario, Canada"
"The Victorian Apartment(s) ,  WATERLOO ,  Ontario, Canada"
"Trinity Evangelical Missionary Church ,  WATERLOO ,  Ontario, Canada"
"University of Waterloo - Village 1, Great Hall ,  WATERLOO ,  Ontario, Canada"
"Waterloo Christian Reformed Church ,  WATERLOO ,  Ontario, Canada"
"Waterloo Heights Retirement Apartment(s) ,  WATERLOO ,  Ontario, Canada"
"Waterloo Knights ,  WATERLOO ,  Ontario, Canada"
"Waterloo Memorial Recreation Complex ,  WATERLOO ,  Ontario, Canada"
"Waterloo Mennonite Brethren Church ,  WATERLOO ,  Ontario, Canada"
"Waterloo Pentecostal Assembly ,  WATERLOO ,  Ontario, Canada"
"Waterpark Place ,  WATERLOO ,  Ontario, Canada"
"Westmount Towers II ,  WATERLOO ,  Ontario, Canada"
"Westvale Public School ,  WATERLOO ,  Ontario, Canada"
"Wilfred Laurier - Fred Nichols Campus Centre ,  WATERLOO ,  Ontario, Canada"
"Winston Churchill Public School ,  WATERLOO ,  Ontario, Canada"
"Activa Sportsplex ,  KITCHENER ,  Ontario, Canada"
"Alpine Public School ,  KITCHENER ,  Ontario, Canada"
"Baden Public School ,  BADEN ,  Ontario, Canada"
"Breslau Community Centre ,  BRESLAU ,  Ontario, Canada"
"Brigadoon Public School ,  KITCHENER ,  Ontario, Canada"
"Cedarwoods Tower ,  KITCHENER ,  Ontario, Canada"
"Chateau Gardens Nursing Home ,  ELMIRA ,  Ontario, Canada"
"Community Christian Reformed Church ,  KITCHENER ,  Ontario, Canada"
"Conestogo Public School ,  CONESTOGO ,  Ontario, Canada"
"Country Hills Community Centre ,  KITCHENER ,  Ontario, Canada"
"Country Hills Evangelical Missionary Church ,  KITCHENER ,  Ontario, Canada"
"Courtland Terrace ,  KITCHENER ,  Ontario, Canada"
"Derbecker's Heritage House ,  ST JACOBS ,  Ontario, Canada"
"Doon Pioneer Park Community Centre ,  KITCHENER ,  Ontario, Canada"
"Doon Presbyterian Church ,  KITCHENER ,  Ontario, Canada"
"Doon Public School ,  KITCHENER ,  Ontario, Canada"
"Doon Village Retirement Residence ,  KITCHENER ,  Ontario, Canada"
"Elementary Teachers Federation - Waterloo ,  KITCHENER ,  Ontario, Canada"
"Floradale Public School ,  FLORADALE ,  Ontario, Canada"
"Forest Glen Public School ,  NEW HAMBURG ,  Ontario, Canada"
"Foundation Christian School ,  WOOLWICH ,  Ontario, Canada"
"Foxboro Green Recreation Centre ,  BADEN ,  Ontario, Canada"
"Glencairn Mennonite Brethern Church ,  KITCHENER ,  Ontario, Canada"
"Green Valley Place ,  KITCHENER ,  Ontario, Canada"
"Gresham Place I ,  KITCHENER ,  Ontario, Canada"
"Gresham Place II ,  KITCHENER ,  Ontario, Canada"
"Hawkesville Community Centre ,  HAWKESVILLE ,  Ontario, Canada"
"Haysville and District Community Centre ,  NEW HAMBURG ,  Ontario, Canada"
"Heidelberg Bible Fellowship ,  HEIDELBERG ,  Ontario, Canada"
"Highpoint Apartment(s) ,  KITCHENER ,  Ontario, Canada"
"Hillcrest Mennonite Church ,  NEW HAMBURG ,  Ontario, Canada"
"J. W. Gerth Public School ,  KITCHENER ,  Ontario, Canada"
"Kingsdale Community Centre ,  KITCHENER ,  Ontario, Canada"
"Koinonia Christian Fellowship ,  BLOOMINGDALE ,  Ontario, Canada"
"Laurentian Hills Christian School ,  KITCHENER ,  Ontario, Canada"
"Leisureworld Caregiving Centre - Elmira ,  ELMIRA ,  Ontario, Canada"
"Linwood Recreation Complex ,  LINWOOD ,  Ontario, Canada"
"Maryhill Heritage Park Community Centre ,  MARYHILL ,  Ontario, Canada"
"Morningside Retirement Village ,  NEW HAMBURG ,  Ontario, Canada"
"New Dundee Community Centre ,  NEW DUNDEE ,  Ontario, Canada"
"New Hamburg Arena and Community Centre ,  NEW HAMBURG ,  Ontario, Canada"
"Nithview Home ,  NEW HAMBURG ,  Ontario, Canada"
"Park Manor Public School ,  ELMIRA ,  Ontario, Canada"
"Pioneer Park Christian Fellowship Mennon ,  KITCHENER ,  Ontario, Canada"
"Pioneer Park Public School ,  KITCHENER ,  Ontario, Canada"
"Region of Waterloo Library Headquarters ,  NEW HAMBURG ,  Ontario, Canada"
"Riverside Public School ,  ELMIRA ,  Ontario, Canada"
"Romanian Cultural Centre Banatul ,  KITCHENER ,  Ontario, Canada"
"Salvation Army Kitchener Community Churc ,  KITCHENER ,  Ontario, Canada"
"Sportsworld Arena ,  KITCHENER ,  Ontario, Canada"
"St. Agatha Community Centre ,  ST AGATHA ,  Ontario, Canada"
"St. Aloysius C.Elementary School ,  KITCHENER ,  Ontario, Canada"
"St. Clements Community Centre ,  ST CLEMENTS ,  Ontario, Canada"
"St. Jacobs Place ,  ST JACOBS ,  Ontario, Canada"
"St. Jacobs Public School ,  ST JACOBS ,  Ontario, Canada"
"St. James Lutheran Church ,  ELMIRA ,  Ontario, Canada"
"Stonecroft Recreation Centre ,  NEW HAMBURG ,  Ontario, Canada"
"The Centrum/Country Hills Estates ,  KITCHENER ,  Ontario, Canada"
"The Village of Winston Park ,  KITCHENER ,  Ontario, Canada"
"The Westmount ,  KITCHENER ,  Ontario, Canada"
"The Westview ,  KITCHENER ,  Ontario, Canada"
"Trinity Village Care Centre ,  KITCHENER ,  Ontario, Canada"
"Twin Oaks of Maryhill ,  MARYHILL ,  Ontario, Canada"
"Valley View Manor ,  ST JACOBS ,  Ontario, Canada"
"Waterloo North Mennonite Church ,  WATERLOO ,  Ontario, Canada"
"Wellesley Community Centre ,  WELLESLEY ,  Ontario, Canada"
"William Townshend Public School ,  KITCHENER ,  Ontario, Canada"
"Williamsburg Public School ,  KITCHENER ,  Ontario, Canada"
"Wilson Avenue Public School ,  KITCHENER ,  Ontario, Canada"
"Wilson Park Place - 425 ,  KITCHENER ,  Ontario, Canada"
"Wilson Park Place - 435 ,  KITCHENER ,  Ontario, Canada"
"Woolwich Memorial Centre ,  ELMIRA ,  Ontario, Canada"
"Zehrs Laurention Power Centre ,  KITCHENER ,  Ontario, Canada"
"A. R.  Kaufman Public School ,  KITCHENER ,  Ontario, Canada"
"A. R. Goudie Eventide Home ,  KITCHENER ,  Ontario, Canada"
"Bethany Missionary Church ,  KITCHENER ,  Ontario, Canada"
"Calvin Presbyterian Church ,  KITCHENER ,  Ontario, Canada"
"Centreville - Chicopee Community Centre ,  KITCHENER ,  Ontario, Canada"
"Conestoga Lodge ,  KITCHENER ,  Ontario, Canada"
"Downtown Community Centre ,  KITCHENER ,  Ontario, Canada"
"Emmanuel Village ,  KITCHENER ,  Ontario, Canada"
"Fergus Place ,  KITCHENER ,  Ontario, Canada"
"Forest Heights Community Centre ,  KITCHENER ,  Ontario, Canada"
"Forest Heights Long Term Care Centre ,  KITCHENER ,  Ontario, Canada"
"Forest Hill United Church ,  KITCHENER ,  Ontario, Canada"
"Grand River Collegiate ,  KITCHENER ,  Ontario, Canada"
"Grandview Baptist Church ,  KITCHENER ,  Ontario, Canada"
"Highland Baptist Church ,  KITCHENER ,  Ontario, Canada"
"Highland Place ,  KITCHENER ,  Ontario, Canada"
"Highview Community Church ,  KITCHENER ,  Ontario, Canada"
"Howard Robertson Public School ,  KITCHENER ,  Ontario, Canada"
"Iron Horse Tower ,  KITCHENER ,  Ontario, Canada"
"John Darling Public School ,  KITCHENER ,  Ontario, Canada"
"Kitchener East Presbyterian Church ,  KITCHENER ,  Ontario, Canada"
"Kitchener Gospel Temple ,  KITCHENER ,  Ontario, Canada"
"Kitchener Market ,  KITCHENER ,  Ontario, Canada"
"Kitchener Memorial Auditorium ,  KITCHENER ,  Ontario, Canada"
"Lanark Heights Long Term Care ,  KITCHENER ,  Ontario, Canada"
"Lyle Hallman Pool ,  KITCHENER ,  Ontario, Canada"
"Meadowlane Public School ,  KITCHENER ,  Ontario, Canada"
"Mill Courtland Community Centre ,  KITCHENER ,  Ontario, Canada"
